"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"2754","8/3/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2754_ANHU"
"2755","8/6/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2755_ANHU"
"2756","8/12/2004","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",2,"Summer","unknown","Selasphorus spp.","2756_ALHU"
"2757","8/17/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2757_ANHU"
"2758","8/20/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2758_ANHU"
"2759","9/1/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2759_ANHU"
"2760","9/2/2004","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Fall","found on the ground","Selasphorus spp.","2760_ALHU"
"2761","9/2/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","2761_ANHU"
"2762","9/4/2004","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Fall","found inside","Selasphorus spp.","2762_RUHU"
"2763","9/6/2004","Died","Lindsey","Yes","BCHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2763_BCHU"
"2764","9/19/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2764_ANHU"
"2765","9/20/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2765_ANHU"
"2766","9/21/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2766_ANHU"
"2767","9/21/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Fall","unknown","Non-selasphorus spp.","2767_ANHU"
"2768","9/21/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","2768_ANHU"
"2769","10/4/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2769_ANHU"
"2770","10/4/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2770_ANHU"
"2771","10/5/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2771_ANHU"
"2772","10/9/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",2,"Fall","found on the ground","Non-selasphorus spp.","2772_ANHU"
"2773","10/11/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","2773_ANHU"
"2774","10/17/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","suspect torpor-like state","Non-selasphorus spp.","2774_ANHU"
"2775","11/12/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2775_ANHU"
"2776","11/19/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2776_ANHU"
"2777","12/4/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2777_ANHU"
"2778","12/15/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2778_ANHU"
"2779","12/28/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2779_ANHU"
"2780","12/29/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2780_ANHU"
"2781","1/9/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2781_ANHU"
"2782","1/14/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2782_ANHU"
"2783","1/16/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2783_ANHU"
"2784","1/19/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2784_ANHU"
"2785","1/20/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","caught by domestic animal","Non-selasphorus spp.","2785_ANHU"
"2786","1/20/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2786_ANHU"
"2787","1/22/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","2787_ANHU"
"2788","1/27/2005","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2788_ANHU"
"2789","1/28/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","2789_ANHU"
"2790","1/29/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2790_ANHU"
"2791","1/30/2005","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","unknown","Non-selasphorus spp.","2791_ANHU"
"2792","2/1/2005","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2792_ANHU"
"2793","2/2/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","2793_ANHU"
"2794","2/2/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2794_ANHU"
"2795","2/7/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2795_ANHU"
"2796","2/10/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2796_ANHU"
"2797","2/11/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2797_ANHU"
"2798","2/14/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2798_ANHU"
"2799","2/16/2005","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Winter","window hit","Selasphorus spp.","2799_ALHU"
"2800","2/19/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2800_ANHU"
"2801","2/21/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2801_ANHU"
"2802","2/21/2005","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Winter","found on the ground","Selasphorus spp.","2802_ALHU"
"2803","2/22/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2803_ANHU"
"2804","2/22/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","2804_ANHU"
"2805","2/27/2005","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","2805_ANHU"
"2806","2/28/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","2806_ANHU"
"2807","3/1/2005","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2807_ANHU"
"2808","3/5/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2808_ANHU"
"2809","3/8/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2809_ANHU"
"2810","3/8/2005","Released","Lindsey","Yes","ANHU","Female-like","adult-like",7,"Spring","nest-related","Non-selasphorus spp.","2810_ANHU"
"2811","3/9/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2811_ANHU"
"2812","3/9/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","2812_ANHU"
"2813","3/9/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2813_ANHU"
"2814","3/9/2005","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2814_ANHU"
"2815","3/10/2005","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2815_ANHU"
"2816","3/11/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2816_ANHU"
"2817","3/13/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2817_ANHU"
"2818","3/15/2005","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2818_ANHU"
"2819","3/15/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2819_ANHU"
"2820","3/16/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","unknown","Non-selasphorus spp.","2820_ANHU"
"2821","3/19/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2821_ANHU"
"2822","3/20/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2822_ANHU"
"2823","3/20/2005","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",1,"Spring","caught by domestic animal","Selasphorus spp.","2823_ALHU"
"2824","3/20/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2824_ANHU"
"2825","3/22/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2825_ANHU"
"2826","3/23/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Spring","nest-related","Non-selasphorus spp.","2826_ANHU"
"2827","3/24/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2827_ANHU"
"2828","3/25/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","window hit","Non-selasphorus spp.","2828_ANHU"
"2829","3/28/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2829_ANHU"
"2830","3/28/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2830_ANHU"
"2831","3/29/2005","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2831_ANHU"
"2832","3/29/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","suspect torpor-like state","Non-selasphorus spp.","2832_ANHU"
"2833","3/30/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2833_ANHU"
"2834","3/31/2005","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2834_ANHU"
"2835","3/31/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","2835_ANHU"
"2836","4/1/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",2,"Spring","caught by domestic animal","Non-selasphorus spp.","2836_ANHU"
"2837","4/1/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2837_ANHU"
"2838","4/1/2005","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2838_ANHU"
"2839","4/1/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2839_ANHU"
"2840","4/3/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2840_ANHU"
"2841","4/4/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2841_ANHU"
"2842","4/4/2005","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","2842_ALHU"
"2843","4/4/2005","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","2843_ALHU"
"2844","4/5/2005","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","2844_ALHU"
"2845","4/5/2005","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",4,"Spring","nest-related","Selasphorus spp.","2845_ALHU"
"2846","4/5/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2846_ANHU"
"2847","4/7/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2847_ANHU"
"2848","4/8/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2848_ANHU"
"2849","4/9/2005","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","2849_ALHU"
"2850","4/10/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2850_ANHU"
"2851","4/10/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","2851_ANHU"
"2852","4/11/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2852_ANHU"
"2853","4/12/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2853_ANHU"
"2854","4/13/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2854_ANHU"
"2855","4/14/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2855_ANHU"
"2856","4/16/2005","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2856_ANHU"
"2857","4/17/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2857_ANHU"
"2858","4/20/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2858_ANHU"
"2859","4/20/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2859_ANHU"
"2860","4/22/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2860_ANHU"
"2861","4/27/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2861_ANHU"
"2862","4/28/2005","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","2862_ALHU"
"2863","4/28/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2863_ANHU"
"2864","4/29/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2864_ANHU"
"2865","4/30/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2865_ANHU"
"2866","4/30/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2866_ANHU"
"2867","5/1/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2867_ANHU"
"2868","5/1/2005","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2868_ANHU"
"2869","5/2/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2869_ANHU"
"2870","5/3/2005","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2870_ANHU"
"2871","5/4/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2871_ANHU"
"2872","5/7/2005","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",3,"Spring","nest-related","Selasphorus spp.","2872_ALHU"
"2873","5/8/2005","Released","Lindsey","No","ANHU","Female-like","adult-like",7,"Spring","nest-related","Non-selasphorus spp.","2873_ANHU"
"2874","5/9/2005","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2874_ANHU"
"2875","5/10/2005","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","2875_ALHU"
