"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"2561","8/21/2003","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2561_ANHU"
"2562","8/29/2003","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2562_ANHU"
"2563","8/29/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",10,"Summer","caught by domestic animal","Non-selasphorus spp.","2563_ANHU"
"2564","9/6/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","2564_ANHU"
"2565","9/7/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2565_ANHU"
"2566","9/14/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2566_ANHU"
"2567","9/15/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","suspect torpor-like state","Non-selasphorus spp.","2567_ANHU"
"2568","9/18/2003","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","nest-related","Non-selasphorus spp.","2568_ANHU"
"2569","9/29/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2569_ANHU"
"2570","10/3/2003","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","window hit","Non-selasphorus spp.","2570_ANHU"
"2571","10/11/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2571_ANHU"
"2572","10/17/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","2572_ANHU"
"2573","10/17/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","unknown","Non-selasphorus spp.","2573_ANHU"
"2574","10/18/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2574_ANHU"
"2575","10/20/2003","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2575_ANHU"
"2576","10/21/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2576_ANHU"
"2577","10/25/2003","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2577_ANHU"
"2578","11/10/2003","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","unknown","Non-selasphorus spp.","2578_ANHU"
"2579","11/12/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2579_ANHU"
"2580","11/12/2003","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Fall","window hit","Non-selasphorus spp.","2580_ANHU"
"2581","11/15/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Fall","unknown","Non-selasphorus spp.","2581_ANHU"
"2582","12/5/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2582_ANHU"
"2583","12/8/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","2583_ANHU"
"2584","12/22/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2584_ANHU"
"2585","12/30/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2585_ANHU"
"2586","12/30/2003","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2586_ANHU"
"2587","1/15/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2587_ANHU"
"2588","1/15/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2588_ANHU"
"2589","1/17/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2589_ANHU"
"2590","1/18/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2590_ANHU"
"2591","1/20/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2591_ANHU"
"2592","1/22/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2592_ANHU"
"2593","1/22/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","2593_ANHU"
"2594","1/25/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2594_ANHU"
"2595","1/25/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2595_ANHU"
"2596","1/25/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2596_ANHU"
"2597","1/29/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2597_ANHU"
"2598","2/3/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2598_ANHU"
"2599","2/5/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","found inside","Non-selasphorus spp.","2599_ANHU"
"2600","2/6/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2600_ANHU"
"2601","2/7/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2601_ANHU"
"2602","2/8/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2602_ANHU"
"2603","2/9/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","window hit","Non-selasphorus spp.","2603_ANHU"
"2604","2/9/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2604_ANHU"
"2605","2/9/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2605_ANHU"
"2606","2/12/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2606_ANHU"
"2607","2/12/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","2607_ANHU"
"2608","2/13/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2608_ANHU"
"2609","2/13/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2609_ANHU"
"2610","2/15/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","2610_ANHU"
"2611","2/17/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","2611_ANHU"
"2612","2/19/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Winter","nest-related","Non-selasphorus spp.","2612_ANHU"
"2613","2/19/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Winter","nest-related","Non-selasphorus spp.","2613_ANHU"
"2614","2/19/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","2614_ANHU"
"2615","2/21/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found inside","Non-selasphorus spp.","2615_ANHU"
"2616","2/22/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2616_ANHU"
"2617","2/25/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",4,"Winter","found on the ground","Non-selasphorus spp.","2617_ANHU"
"2618","2/25/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2618_ANHU"
"2619","2/25/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Winter","unknown","Non-selasphorus spp.","2619_ANHU"
"2620","2/28/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2620_ANHU"
"2621","2/28/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2621_ANHU"
"2622","2/28/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","nest-related","Non-selasphorus spp.","2622_ANHU"
"2623","3/1/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2623_ANHU"
"2624","3/2/2004","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2624_ANHU"
"2625","3/2/2004","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2625_ANHU"
"2626","3/3/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2626_ANHU"
"2627","3/4/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",2,"Spring","caught by domestic animal","Non-selasphorus spp.","2627_ANHU"
"2628","3/6/2004","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","2628_ALHU"
"2629","3/7/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2629_ANHU"
"2630","3/8/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2630_ANHU"
"2631","3/9/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","unknown","Non-selasphorus spp.","2631_ANHU"
"2632","3/9/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","unknown","Non-selasphorus spp.","2632_ANHU"
"2633","3/10/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2633_ANHU"
"2634","3/12/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2634_ANHU"
"2635","3/15/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2635_ANHU"
"2636","3/16/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2636_ANHU"
"2637","3/16/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2637_ANHU"
"2638","3/17/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","2638_ANHU"
"2639","3/17/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2639_ANHU"
"2640","3/20/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2640_ANHU"
"2641","3/21/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2641_ANHU"
"2642","3/24/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2642_ANHU"
"2643","3/25/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2643_ANHU"
"2644","3/27/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2644_ANHU"
"2645","3/28/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2645_ANHU"
"2646","3/30/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2646_ANHU"
"2647","4/1/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2647_ANHU"
"2648","4/2/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2648_ANHU"
"2649","4/2/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2649_ANHU"
"2650","4/4/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2650_ANHU"
"2651","4/5/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2651_ANHU"
"2652","4/7/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2652_ANHU"
"2653","4/8/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2653_ANHU"
"2654","4/8/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2654_ANHU"
"2655","4/9/2004","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2655_ANHU"
"2656","4/12/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2656_ANHU"
"2657","4/12/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2657_ANHU"
"2658","4/13/2004","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","window hit","Selasphorus spp.","2658_RUHU"
"2659","4/15/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2659_ANHU"
"2660","4/16/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2660_ANHU"
"2661","4/17/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2661_ANHU"
"2662","4/19/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","2662_ANHU"
"2663","4/20/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2663_ANHU"
"2664","4/20/2004","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2664_ANHU"
"2665","4/20/2004","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","2665_RUHU"
"2666","4/21/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2666_ANHU"
"2667","4/21/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2667_ANHU"
"2668","4/22/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2668_ANHU"
"2669","4/23/2004","Released","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","2669_RUHU"
"2670","4/23/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2670_ANHU"
"2671","4/23/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2671_ANHU"
"2672","4/23/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2672_ANHU"
"2673","4/24/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2673_ANHU"
"2674","4/26/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2674_ANHU"
"2675","4/26/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2675_ANHU"
"2676","4/27/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",3,"Spring","found on the ground","Non-selasphorus spp.","2676_ANHU"
"2677","4/28/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2677_ANHU"
"2678","4/28/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2678_ANHU"
"2679","4/28/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2679_ANHU"
"2680","4/30/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2680_ANHU"
"2681","5/1/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","2681_ANHU"
"2682","5/1/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2682_ANHU"
"2683","5/3/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2683_ANHU"
"2684","5/5/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",2,"Spring","found on the ground","Non-selasphorus spp.","2684_ANHU"
"2685","5/5/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2685_ANHU"
"2686","5/8/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2686_ANHU"
"2687","5/9/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2687_ANHU"
"2688","5/11/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2688_ANHU"
"2689","5/11/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2689_ANHU"
"2690","5/12/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","2690_ANHU"
"2691","5/15/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2691_ANHU"
"2692","5/16/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2692_ANHU"
"2693","5/17/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2693_ANHU"
"2694","5/20/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2694_ANHU"
"2695","5/20/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2695_ANHU"
"2696","5/21/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2696_ANHU"
"2697","5/21/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2697_ANHU"
"2698","5/22/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2698_ANHU"
"2699","5/23/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2699_ANHU"
"2700","5/25/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2700_ANHU"
"2701","5/26/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2701_ANHU"
"2702","5/27/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2702_ANHU"
"2703","5/27/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2703_ANHU"
"2704","5/28/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2704_ANHU"
"2705","5/29/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","2705_ANHU"
"2706","5/29/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2706_ANHU"
"2707","5/30/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2707_ANHU"
"2708","6/2/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Summer","unknown","Non-selasphorus spp.","2708_ANHU"
"2709","6/4/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","2709_ANHU"
"2710","6/4/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2710_ANHU"
"2711","6/5/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2711_ANHU"
"2712","6/5/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2712_ANHU"
"2713","6/5/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2713_ANHU"
"2714","6/7/2004","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","2714_ANHU"
"2715","6/7/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2715_ANHU"
"2716","6/7/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","2716_ANHU"
"2717","6/8/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","2717_ANHU"
"2718","6/11/2004","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2718_ANHU"
"2719","6/14/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2719_ANHU"
"2720","6/15/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2720_ANHU"
"2721","6/16/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",3,"Summer","found on the ground","Non-selasphorus spp.","2721_ANHU"
"2722","6/17/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2722_ANHU"
"2723","6/17/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2723_ANHU"
"2724","6/18/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2724_ANHU"
"2725","6/19/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2725_ANHU"
"2726","6/19/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2726_ANHU"
"2727","6/19/2004","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","2727_ALHU"
"2728","6/22/2004","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",3,"Summer","window hit","Selasphorus spp.","2728_ALHU"
"2729","6/22/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2729_ANHU"
"2730","6/23/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2730_ANHU"
"2731","6/23/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2731_ANHU"
"2732","6/24/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2732_ANHU"
"2733","6/25/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2733_ANHU"
"2734","6/27/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found inside","Non-selasphorus spp.","2734_ANHU"
"2735","6/28/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2735_ANHU"
"2736","6/30/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2736_ANHU"
"2737","7/1/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2737_ANHU"
"2738","7/1/2004","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2738_ANHU"
"2739","7/1/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","2739_ANHU"
"2740","7/2/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2740_ANHU"
"2741","7/7/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","2741_ANHU"
"2742","7/8/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2742_ANHU"
"2743","7/8/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2743_ANHU"
"2744","7/8/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2744_ANHU"
"2745","7/10/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2745_ANHU"
"2746","7/13/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2746_ANHU"
"2747","7/13/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Summer","window hit","Non-selasphorus spp.","2747_ANHU"
"2748","7/17/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2748_ANHU"
"2749","7/17/2004","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","2749_ANHU"
"2750","7/22/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2750_ANHU"
"2751","7/22/2004","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2751_ANHU"
"2752","7/28/2004","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2752_ANHU"
"2753","7/28/2004","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2753_ANHU"
